,GAME_ID,game_number,H_A,team_name,player_id,person_id,name,birthdate,birthdate_year,jersey_number,position_str,shots,goals,assists,points,primarypoints,5v5primarypoints,EVprimarypoints,plusminus,hits,pim,5v5_G,5v5_A1,5v5_A2,EV_G,EV_A1,EV_A2,PP_G,PP_A1,PP_A2,SH_G,SH_A1,SH_A2,5v5_GF,5v5_GA,5v5_GF%,faceoff_wins,faceoff_attempts,birth_date,homeprov,homecntry,OA
670,1019461,0,H,Saskatoon Blades,28355,8676,Spencer Shugrue,,2003,26,D,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,9/7/2003,BC,,0
671,1019462,0,H,Saskatoon Blades,28355,8676,Spencer Shugrue,,2003,26,D,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.5,0,0,9/7/2003,BC,,0
672,1019395,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,22/2/2005,2005,28,C,2,1,0,1,1,1,1,-2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3,0.25,0,0,22/2/2005,MB,,0
673,1019378,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0.6,0,1,22/2/2005,MB,,0
674,1019397,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,22/2/2005,MB,,0
675,1019398,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,2,22/2/2005,MB,,0
676,1019399,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,3,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1,2,22/2/2005,MB,,0
677,1019400,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,22/2/2005,MB,,0
678,1019401,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,1,0,1,1,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,0,0,22/2/2005,MB,,0
679,1019444,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,9,16,22/2/2005,MB,,0
680,1019445,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,22/2/2005,MB,,0
681,1019446,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,2,22/2/2005,MB,,0
682,1019447,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,3,22/2/2005,MB,,0
683,1019448,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,2,0,0,0,0,0,0,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,6,22/2/2005,MB,,0
684,1019449,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,5,22/2/2005,MB,,0
685,1019450,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,22/2/2005,MB,,0
686,1019459,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,22/2/2005,MB,,0
687,1019460,0,A,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,13,22/2/2005,MB,,0
688,1019461,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,2,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,11,22/2/2005,MB,,0
689,1019462,0,H,Saskatoon Blades,28733,9100,Lukas Hansen,,2005,28,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,5,22/2/2005,MB,,0
690,1019395,0,H,Saskatoon Blades,28903,9343,Jordan Keller,8/3/2005,2005,29,LW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,12,8/3/2005,BC,Canada,0
691,1019378,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,8,9,8/3/2005,BC,Canada,0
692,1019397,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.333333333,4,8,8/3/2005,BC,Canada,0
693,1019398,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,6,8/3/2005,BC,Canada,0
694,1019399,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,5,8/3/2005,BC,Canada,0
695,1019400,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,4,7,8/3/2005,BC,Canada,0
696,1019401,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,5,6,8/3/2005,BC,Canada,0
697,1019444,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,6,8/3/2005,BC,Canada,0
698,1019445,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,12,8/3/2005,BC,Canada,0
699,1019446,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,8,8/3/2005,BC,Canada,0
700,1019447,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,1,7,8/3/2005,BC,Canada,0
701,1019448,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,5,8/3/2005,BC,Canada,0
702,1019449,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,1,0,0,0,0,0,0,-2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,5,8/3/2005,BC,Canada,0
703,1019450,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5,11,8/3/2005,BC,Canada,0
704,1019459,0,A,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,5,9,8/3/2005,BC,Canada,0
705,1019461,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3,6,8/3/2005,BC,Canada,0
706,1019462,0,H,Saskatoon Blades,28903,9343,Jordan Keller,,2005,29,LW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,8,8/3/2005,BC,Canada,0
707,1019395,0,H,Saskatoon Blades,28144,8422,Conner Roulette,13/5/2003,2003,34,LW,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,13/5/2003,MB,Canada,0
708,1019378,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,1,13/5/2003,MB,Canada,0
709,1019397,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,13/5/2003,MB,Canada,0
710,1019398,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
711,1019399,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,2,1,0,1,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,13/5/2003,MB,Canada,0
712,1019400,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,13/5/2003,MB,Canada,0
713,1019401,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,1,13/5/2003,MB,Canada,0
714,1019444,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
715,1019445,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
716,1019446,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
717,1019447,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
718,1019448,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0.5,0,0,13/5/2003,MB,Canada,0
719,1019449,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
720,1019450,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,4,2,1,3,3,3,3,2,0,0,2,1,0,2,1,0,0,0,0,0,0,0,3,1,0.75,0,0,13/5/2003,MB,Canada,0
721,1019459,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,13/5/2003,MB,Canada,0
722,1019460,0,A,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.333333333,0,0,13/5/2003,MB,Canada,0
723,1019461,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,13/5/2003,MB,Canada,0
724,1019462,0,H,Saskatoon Blades,28144,8422,Conner Roulette,,2003,34,LW,0,0,1,1,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,13/5/2003,MB,Canada,0
725,1019395,0,H,Saskatoon Blades,28222,8528,Trevor Wong,4/5/2003,2003,38,C,3,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9,15,4/5/2003,BC,,0
726,1019378,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,4,0,0,0,0,0,0,-1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7,15,4/5/2003,BC,,0
727,1019397,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,5,0,3,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0.0,4,15,4/5/2003,BC,,0
728,1019398,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,3,0,2,2,0,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0.5,14,23,4/5/2003,BC,,0
729,1019399,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,2,0,2,2,0,1,1,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,0,1.0,8,16,4/5/2003,BC,,0
730,1019400,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,3,2,0,2,2,2,2,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,1.0,8,18,4/5/2003,BC,,0
731,1019401,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,1,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0.666666667,14,31,4/5/2003,BC,,0
732,1019444,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,9,4/5/2003,BC,,0
733,1019445,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,7,18,4/5/2003,BC,,0
734,1019446,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,7,23,4/5/2003,BC,,0
735,1019447,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,0,0,2,2,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1.0,9,21,4/5/2003,BC,,0
736,1019448,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,0,0,3,3,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1.0,9,16,4/5/2003,BC,,0
737,1019449,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,4,1,1,2,1,1,1,0,0,2,1,0,0,1,0,0,0,0,1,0,0,0,2,2,0.5,8,20,4/5/2003,BC,,0
738,1019450,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,7,19,4/5/2003,BC,,0
739,1019459,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,13,4/5/2003,BC,,0
740,1019460,0,A,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,2,0,1,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.0,5,8,4/5/2003,BC,,0
741,1019461,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,10,21,4/5/2003,BC,,0
742,1019462,0,H,Saskatoon Blades,28222,8528,Trevor Wong,,2003,38,C,2,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,9,16,4/5/2003,BC,,0
743,1019395,0,H,Saskatoon Blades,28310,8631,Justin Lies,24/11/2003,2003,43,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
744,1019378,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,3,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0,0,24/11/2003,MB,,0
745,1019397,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,24/11/2003,MB,,0
746,1019398,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,1,3,24/11/2003,MB,,0
747,1019399,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
748,1019400,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,3,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0.5,0,0,24/11/2003,MB,,0
749,1019401,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
750,1019444,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,24/11/2003,MB,,0
751,1019445,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,24/11/2003,MB,,0
752,1019446,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
753,1019447,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
754,1019459,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,1,24/11/2003,MB,,0
755,1019460,0,A,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,5,1,0,1,1,1,1,-1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,1,1,24/11/2003,MB,,0
756,1019461,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,2,1,0,1,1,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,24/11/2003,MB,,0
757,1019462,0,H,Saskatoon Blades,28310,8631,Justin Lies,,2003,43,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,24/11/2003,MB,,0
758,1019395,0,H,Saskatoon Blades,28068,8345,Charlie Wright,22/10/2003,2003,47,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0,0,22/10/2003,AB,,0
759,1019378,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,1,1,1,1,1,-1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0.5,0,0,22/10/2003,AB,,0
760,1019397,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,22/10/2003,AB,,0
761,1019398,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,1,1,2,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,2,1,0.666666667,0,0,22/10/2003,AB,,0
762,1019399,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,22/10/2003,AB,,0
763,1019400,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,2,2,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,3,2,0.6,0,0,22/10/2003,AB,,0
764,1019401,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.0,0,0,22/10/2003,AB,,0
765,1019444,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/10/2003,AB,,0
766,1019445,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,3,1,0,1,1,0,0,-2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,0,0,22/10/2003,AB,,0
767,1019446,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/10/2003,AB,,0
768,1019447,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,2,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/10/2003,AB,,0
769,1019448,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0,0,22/10/2003,AB,,0
770,1019449,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/10/2003,AB,,0
771,1019450,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0.333333333,0,0,22/10/2003,AB,,0
772,1019459,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,22/10/2003,AB,,0
773,1019460,0,A,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/10/2003,AB,,0
774,1019461,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/10/2003,AB,,0
775,1019462,0,H,Saskatoon Blades,28068,8345,Charlie Wright,,2003,47,D,0,0,0,0,0,0,0,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,22/10/2003,AB,,0
776,1019395,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,25/5/2003,2003,61,RW,1,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,25/5/2003,BC,,0
777,1019378,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,2,0,1,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,2,0,1.0,0,1,25/5/2003,BC,,0
778,1019397,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,0,0,25/5/2003,BC,,0
779,1019398,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,3,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0.5,0,0,25/5/2003,BC,,0
780,1019399,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,25/5/2003,BC,,0
781,1019400,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,4,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,25/5/2003,BC,,0
782,1019401,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,5,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,25/5/2003,BC,,0
783,1019444,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,1,1,0,1,0,0,1,-2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,1,2,25/5/2003,BC,,0
784,1019445,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,25/5/2003,BC,,0
785,1019446,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,25/5/2003,BC,,0
786,1019447,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,1,2,25/5/2003,BC,,0
787,1019448,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,2,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0.666666667,0,0,25/5/2003,BC,,0
788,1019449,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,2,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1.0,0,0,25/5/2003,BC,,0
789,1019450,0,H,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,25/5/2003,BC,,0
790,1019459,0,A,Saskatoon Blades,28206,8484,Jake Chiasson,,2003,61,RW,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,25/5/2003,BC,,0
